0,"Spot foto banyak dan bagus, tapi tempat parkir masih sangat kurang, manajemen/pengaturan parkir mobil masih perlu diperbaiki. Saran : petugas parkir agar dilengkapi radio komunikasi/HT supaya tepat dlm mengarahkan kendaraan parkir. Terimakasih"
0,"Lokasinya memang perlu usaha menaiki tangga, tp tangganya msh ada yg berupa tangga tanah..faktor keamanan di lokasi kurang sekali, krn tidak dipagari jd tdk cocok utk anak kecil. Jangan lupa pakai jaket yang tahan angin, karena anginnya kencang dan dingin. Intinya, jika ingin mendapatkan pemandangan indah dgn latar telaga warna maka pantas sekali untuk mampir ke batu ratapan."
1,Dieng sangat indah dan nyaman untuk dikunjungi..masyarakatnya juga ramah dan menyenangkan
1,Bagus. Bisa nonton sejarah Dieng. Kita bisa naik batu pandang untuk melihat telaga warna dan kota dieng
1,Tempat yg sangat cocok untuk rekreasi saat kita sedang merindukan suasana sejuk
1,Tempat wisata yang cocok untuk mengenal sejarah seni budaya dieng dan mempelajari semua cerita wisata yang ada di Dieng Plateau
1,Tempat yg mengasyikan..udara bersih segar..pemandangannya bgt indah..pantas sbg destinasi utk tempat liburan yg nyaman
0,Sayangnya untuk retribusi + tiket masuk pilihannya hanya theater yg kebanyakan orang kurang menarik.....
0,15 tahun lalu dan sekarang videonya masih sama dan terkesan jadul. Pemprov Jateng harus ada inovasi utk daya tarik wisatanya.
1,subhanallah..mntab adem nikmati keindahan alam..alhamdulillah
0,"Kurang mrnarik, kaya lihat tv jaman old ketika masih tvri saja"
1,Pemandangannya sangat bagus.udaranya dingin dan segar
1,"Bagus sekali bg wisatawan untuk mengenal sejarah dieng, film Dokumenter durasi +- 23menit, baik budaya, fenomena alamny, manfaat alam, peristiwa2 yg pernah terjadi di dieng, jg tambah ilmu lebih mengenal negeri Di-Hyang"
1,"Tempatnya cukup mengasyikkan, banyak spot foto yang menarik, perjalanan yang cukup melelahkan kearah dieng cukup terbayarkan setelah mengunjungi spot danau dan bukit ratapan angin, apalagi ketika sore hari menjelang matahari terbenam, …"
0,"bagus banget videonya, ini harus didatengi sebelum wisata yang lain agar tau sejarah dan cerita daerah dieng"
1,"Tempat nya bersih dan sejuk dan harga tiket masuk nya terjangkau,pas untuk liburan bersama keluarga,teman n pacar. . . ."
1,"Menyenangkan, tempatnya indah, bersih, sejuk."
1,Subhanallah indahnya luar biasa
1,"Tempatnya keren, tiketnya ekonomis, tempatnya indah dan bersih 👍"
1,Suasana nyaman....seger & indah pemandangannya.👍
1,"Nonton film Dieng Plateau Theater, filmnya bagus untuk anak-anak jadi tahu sejarah DIENG"
1,Tempatnya bagus.... view dan hawa nya terutama. Film nya juga bisa dijadikan pelajaran dan penglaman yang berharga bagi kita semua.
1,bagus untuk pendidikan anak
1,"Sangaaat suka sekali di dieng, panorama alam yang sejuk dimata, udara yang masih bersih dan segar membuat hati dan jiwa seperti dimanjakan. Ga nyesel deh ke dieng. Selain itu juga banyak home industri pembuatan carica ,makanan khas dieng"
1,"Tempat yang sejuk, bersih, aman, pemandangannya indah dan tempat yang bagus untuk mengetahui lebih jauh tentang sejarah dataran tinggi dieng dengan diputarnya film dokumenter. Di sini juga ada wahana uji adrenalin yaitu flaying fox dan sepeda udara"
0,Kotor panas jarang pepohonan sekarang
1,Pemandangan yang sangat indah
1,"tempatnya bersih, pemandangan yang disuguhkan subhanallah, dingin, orang disekitar sangat ramah .."
0,"Mungkin karena abis lama gak dipakai krn awal"" pandemi kmrn jd dalam gedung bau apek"
1,"Sejuk, banyak spot utk foto & view panorama nya ok banget. Very recommended & instagramable"
0,"Karenanya kebanyakan mengeluarkan uang,di setiap sudut dan setiap mau masuk wisatanya.. bikin tidak nyaman"
1,"Nice place nice view, udara bersih segar khas pegunungan. Banyak spot foto menarik, dan diputarkan film dokumenter seputar Dieng plateau"
0,"Bagus dr segi pemandangan, tempat yg bagian menjual kalau hujan ada bberapa tmpt yg bocor, trz utk lantai 2 kan biasanya bs utk disewakan buat tempat makan tp klw hujan airnya nampes sampe ke dalam (lantai 2 nya sprt kurang terawat). …"
1,Salah satu tempat wisata ngadem terbaik yg bikin kangen
1,"Pemandangan nya bagus, bikin kangen untuk kesana lagi"
1,"Walaupun sudah ketiga kalinya ke tempat ini, rasanya tidak merasa bosan,  dengan suhu udara yang sangat sejuk, area wisata yang berdekatan,  dan makanan khas daerah ini, saya sangat merekomendasikan daerah dieng dan sekitarnya"
1,"Tempat yang simplee ,makanan enak ,dan harga terjangkau"
0,"Semakin lama kok semakin mahal aja. Dulu kalau masuk t4 wisata udah plus parkir. Lah skrg kok bayar masuk sndiri, parkir sndri. Ada brp t4 wisata tuh? Kebayang kan kalau tiap masuk harus bayar double terus. Bengkak dana masuk & parkir."
1,Parkiran luas..toilet umum banyak..nyaman untuk mengetahui sejarah dieng plateau...mantab...
0,"Wow bagus banget pemandangan nya,t4nya tdk terlalu tinggi. Jadi bisa dengan mudah dilalui. Hanya saja selama naik saya agak terganggu dengan bau2 pupuk kandang nya,jadi mempercepat saya untuk naik agar tidak bau🙏😁"
1,"Tempat wisata yg sangat indah, dan menyejukkan"
1,Keindahan alam yang luar biasa
1,"Film dokumenter yg diputar bagus,  diluar tempat ini juga pemandangan sangat indah.."
1,Nyaman... Untuk piknik bareng keluarga atau teman teman...
1,"Bagus tempatnya, dingin n, banyak homestay Alhamdulillah ramah org2nya"
1,Pokok e jossss gandoss kawasan dieng ini
1,Dieng Tempat yg paling asyik buat liburan bersama sahabat
1,Tempat yang bagus untuk menambah ilmu
0,Kurang terawat
0,Teater untuk memutar video dokumenter tentang dieng dengan durasi 15 menitan. Kursi kurang terawat dan kalau rombongan banyak sebagian duduk dibawah
0,"Penataan PKL tidak rapi, terlalu dekat dg obyek wisata (terutama sikidang), sampah dimana2. Harus sgr ada perda yg mengatur itu."
0,Bagus ya utk foto2. Cuma sekitar dieng kotor sampah dan bau got nya kurang di urus
0,"Bagus sih tayangannya, sayang fasilitasnya kurang menunjang. Kursinya gak terawat.."
0,Konsep edukasinya bagus... sayang kurang terawat.
0,"Teater sudah tidak terurus. Dibangun entah sejak kapan, dan sepertinya tidak ada peremajaan sejak pertama dibangun. Ruangan menonton kecil dan fasilitas pun apa adanya. Rasanya seperti nonton layar tancap dari vcd saja. Namun demikian, film yang disajikan cukup menarik (bagi saya yang baru pertama kali ke dieng)"
0,Perlu pembenahan kondisi bangunan & lingkungan. Sayang kurang terawat
0,"Tempat untuk menonton film dokumenter tentang dieng. Cuma sayang filmnya terlalu jadul dengan kualitas layar tancap, mungkin perlu dilakukan pembaruan yang lebih up to date. Tempat menonton kurang nyaman karena tidak dilakukan pembersihan setiap film habis dan ganti penonton."
0,Tempat wisata yg indah tapi sayang banyak sampah diarea wisata terutama  dekat pintu masuk area candi
0,Minusnya...Tidak ada tempat untuk mengisi perut yang spesial....
0," penataan terlalu rapat. Tidak nyaman."""
0,Kurang nyaman tempatnya..kurang dijaga kebersihannya
0,Sulitnya menemukan tempat sampah
0,"Kurang terawat, perlu ada pertunjukkan yang lebih menawan dan menarik para wisatawan"
0,"Gaya bangunannya bagus, sayang krg terawat"
0,"Butuh banyak sentuhan, kurang terawat"
0,Sarana prasana kurang terawat
0,Ruang theatre tidak nyaman..
0,Terlalu ramai kurang nyaman
0,Kotor dan kurang terawat
0,Gedung bioskop ini kurang terawat
0,"tempat pertunjukkan short movie mengenai sejarah dan geographic Dieng. Honest opinion, tempatnya tidak besar, agak tidak terurus, tempatnya bau, pengap dan agak kotor. Untuk short movienya menurut saya kurang menarik, terlalu boring, padahal isi dari short movie itu bagus sekali, pengetahuan. Mungkin bisa di remake, agar lebih menarik dan untuk tempatnya di bersihkan/di ganti agar tidak bau."
0,Teater sudah tua dan tidak terawat tetapi materi yang ditampilkan sudah up to date dan menarik.
0,"Bangunan aneh yang menghadap ke arah yang salah, dengan akses dan area parkir yang tidak masuk akal, sehingga benar-benar dipikirkan dan direncanakan dengan buruk sehingga tidak masuk akal. Dan kemudian ut bahkan tidak terbuka. ."
0,"teater itu sendiri dalam kondisi buruk karena pemeliharaan yang buruk."""
1,"Selama perjalanan menuju puncak sikunir, bersih, aman dan rapi. Tempat sampah tersedia, toilet dan mushola ada di setengah perjalanan."
1,"Bukit sikunir dengan segala keindahannya. Tracking hanya 30 menit. Pakai sepatu yg cocok untuk tracking karna track tangga berbatu, pakai jaket yg tebal. Mulai tracking bisa jam 3.30 pagi. Sunrise mulai muncul jam 5-6 pagi."
1,Bukit Sikunir menjadi tempat wisata favorit karena pesona alamnya yang menakjubkan kalau pagi & siang dpt menikmati pemandangan gunung nan hijau sejuk menyegarkan dan danau cebongan dilihat dari atas bukit terasa diatas surga sejauh mata …
1,"Pemandangan alam yg sangat indah di pandang,memanjakan mata..apa lagi saat matahari mau keluar ,begitu indahny..melihat pemandangan alam dari ketinggian..asyiknyaaa...♥️♥️♥️"
1,"Merupakan salah satu tempat yang favorit di dataran tinggi dieng, diatas bukit sikunir kita bisa menyaksikan matahari terbit ataupun matahari tenggelam, rasa lelah mendaki bukti yang cukup menguras tenaga akan terbayar ketika sudah berada di atas nya"
1,Lumayan bagus untuk sebuah perjuangan mendaki bukit dengan spot foto seperti ini.
1,Tempatnya Indah Damai Bisa Melihat Sun Rise Dan Sun Set Serta Danau Yg Bersih Dan Indah...
1,"Luar biasa, sangat memanjakan mata. Parkiran luas sekali, halaman rumahku langsung insecure. Di belakang parkiran ada danau yang banyak dipakai untuk camping gratis, jadi backpaker bisa hemat main ke dieng. Penduduk dan penjaga parkirnya ramah, tidak suka marah-marah kecuali lo nanyanya pake nonjok dulu."
0,"Penerangan kurang, tangga tdk ada pegangan, lokasi yg diatas tanahnya licin berdebu"
0,"Incredible scenery. Namun, wisata ini kurang cocok untuk anak-anak dan lansia karena lereng yang curam, sehingga harus menaiki anak tangga yang tidak sedikit."
0,"kebersihan kurang terjaga, banyak sampah berserakan dimana-mana, kurang petunjuk arah"
0,Ya bagus saja. Tapi tidak istimewa. Lebih condong di bawah ekspektasi pribadi.
0,"Kurang tertata dan terurus, akses ke lokasi kawah dari tempat parkir tidak begitu baik ditambah lagi di kiri kanan adalah space untuk pedagang, terlalu mepet, kurang bersih. Kenapa tidak ditata seperti candi arjuna?"
0,"Kalau soal pemandangan alamnya dieng tidak perlu di ragukan.. Indah sekali dan masih alami. Cuman di puncak sikunirnya sekarang ini spot2nya kurang terawat, masih indah di tahun 2016-2017, sayang sekali"
0,Bagus baget view nya... Harus bawa bekal karena tdk ada yg jualan mamin. Sayang byk sampah..
0,Suka tempat ini tapi sayang waktu itu saya terlalu banyak orang jadi tidak puas
1,Viewnya bagus apalagi waktu diperjalanan masyaAllah bgtt
1,Sungguh indah tempat dan pemandangannya
1,tmpt wisata yg cukup aman & apik untuk acra liburan keluargA
1,tempat telaga warna nya sangat bagus dan indah tempatnya sangat luas juga pemandanganya banyak pepohonan di sekitar telaga warna.
1,"Alam yg asri,udara sehat membuat nyaman untuk bersantai bersama keluarga"
1,"Datang di hari jumat, tempatnya 100% bersih. Kamarmandi bersih dan seluruh area sangat bersih."
0,"Di luar ekspetasi sy🤭, sy kira telaga nya ada brp warna😄🤭, trnyata ga, tp prjalanan menuju telaga warna nya.... keren bngt😍"
1,"Pengenn kesana lagi...semoga akhir tahun bisa ke dieng lagi. Tempatnya indah...htm wisata murah , homestay nya juga murah. Warga nya ramahramah"
1,Telaga Warna di Area Dieng. Bagus dan bnyk spot foto. Wajib di kunjungi apabila jalan jalan ke Dieng.
1,"Wisata paling populer dan gemar dikunjungi, selain asri wisata telaga warna sekarang banyak sekali inovasi terbaru buat spot foto yang bagus bagus"
1,"Telaga yang indah di daerah dataran tinggi Dieng,"
1,Panorama alamnya sungguh indah. Dieng adalah secuil surga di bumi. Telaga warna salah satunya dengan alam yang masih natural. Kita dihantarkan pada keindahan telaga dengan warna hijau membentang seperti permadani hijau zamrud yg indah. …
0,Jalannya dibagusin dikit banyak ilalang
0,"Sejuk,  bny spot foto menarik. Hanya pertama masuk ada bau seperti telur busuk seperti kawah.  Sayang telaga agak mengering sehingga bny tanaman kering,  pohon tumbang.  Di bbrp titik ada boneka utk foto dgn bayaran sukarela.  Utk foto ada fotogtafer bayar 5000per foto."
1," cukup murah dengan Susana telaga warna yang tenang dan …"""
1,Mantap pemandangannya
1,"Tempatnya indah dan sejuk, ada dua danau dan beberapa situs di sana. Banyak warung yang menawarkan aneka camilan dengan harga yang murah. Toiletnya bersih. Banyak sekali object foto yang menarik"
0,Tiketnya kemahalan menurutku...total 21rb per orang...mana penjaganya ndak ramah...kapok lah mau kesini ..tempatnya ndak terawat...banyak rumput liar yang mengganggu jalan
0,Kurang terawat
1,"Bagus, pas kesini juga lagi ga terlalu ramai jadi bisa nikmatin pemandangannya"
1,"destinasi wisata paling wajib dikunjungi kalo ke Dieng Plateau. tiket masuknya murah meriah, sepadan sama pemandangannya. paling rekomended dateng pagi hari, waktu masih sepi dan belum banyak pengunjung, gampang cari parkirnya juga. kalo …"
1,"Telaga bagus, asik banget buat jalan jalan. Masih sejuk juga udaranya,  terdapat toilet dan tempat parkir yang cukup luas."
1,Tempat yg sejuk dan indah jg bikin betah
1,"pemandangan yang oke, tempat bersih, suhu udara sejuk"
1,Tempatnya lumayan nyaman.. Buat hunting foto perlu di tambah spot2 yg baru
1,"Pemandangan bagus, htm hanya 12.500, dpt 3 wisata, telaga warna, telaga pengilon dan goa2, ada musola juga"
1,"Tiket masuk bersahabat, tempat parkir luas dan nyaman , sejuk, bersih dan alami, apalagi kalau masih pagi masih sepi belum banyak pengunjung yang datang, pedagang makanan juga sedikit jadi benar-benar terjaga terawat tempatnya 🥰🥰🥰🥰"
1,Bener bener puas bisa liat pemandangan yang indah sejuk asri
1,Sejuk banget. Cocok untuk berwisata sama teman atau keluarga.
1,"Telaga yang menyejukkan di kaki dieng, sejuk sekali serasa menyatu dengan alam. Aku paling suka pada gugusan bunga hydrangea yang indah. Aku jadi ingin membangun rumah di tengah taman hydrangea, bersama kamu. Iya kamu :*"
1,Tempat yang sangat indah  untuk berlibur bersama keluarga tercinta
1,Mantapp tempatnya indah asri sejuk banyak pohonnya terawat jugaa
1,Ciptaan dari Tuhan yang melibatkan alam yang sungguh luar biasa indahnya ..
1,Pemandangan disini sangat indah... Say suka sekali....
1,"Salah satu obyek wisata terkenal yang ada di wilayah pariwisata gunung dieng wonosobo, tempatnya luas dan jozzz."
1,"Tempatnya bagus, dingin, wajib singgah ke telaga warna. Wonderful. Romantis."
1,Daerah dengan yang sungguh indah. Udaranya yang sejuk dapat membuat tubuh merasa nyaman..
0,"Tempatnya enak, pohonnya rimbun, airnya beneran berwarna tanpa editan. Tapi pengelolaannya kurang bagus, banyak fasilitas umum yg rusak."
0,"Udaranya sejukkkk sekali... Enak bener ... akses menuju dieng juga banyak yg sudah dibuka ...  Cm sayang di diengnya sendiri agak semrawut, banyak sampah, cb kl ditata lebih baik lagi insyaallah akan lebih baik lagi pastinya..."
0,Keren sebenernya.. cm penataan lokasi kurang optimal jd kurang sip. Bnyk ilalang tumbuh tinggi shingga kmrn pas ksna gg bs sampe di kedung pengilon.
0,"lumayan bagus, tapi masih ada banyak sampah mohon di berikan tempat sampah setiap 5 meter"
0,"Kalau menurutku tempatnya udah bagus ya, tapi untuk bapak"" pekerjanya yg kurang sopan sama pengunjung, terutama yang bagian pintu masuk 3 org, pengalaman saya kemarin waktu kesana saya dapat pelecehan dari mereka, karena memang saya kesana …"
0,Tempatnya asik..tapi sayang tiket masuk nya mahal 😁
0,"Agak kotor,pas datang telaga kering jadi warna juga kurang terlihat,dan bau"
0,"Terakhir kesana, , kliatan kurang terawat lingkungannya,,, naik ke batu datar banyak pos pungli... Karcis bodong 10.000. Padahal udah masuk bayar... Ko di atas ada yg mintain lagi..."
0,telaga yang tidak berubah selama 30 tahun.. kotor dan tidak tertata. coba di buat cafe di pinggir telaga
0,Sepertinya kurang di rawat dan tidak tertata rapi..pendagang kaki 5 ada dimana mana dan terlihat tidak bersih masih kalah dengan kawah putih yg ada di ciwidey bandung
0,Kurang memuaskan perlu perawatan dan pemeliharaan ya
0,Cukup menarik. Namun cukup mahal untuk turis asing.
0,Bagus tp kurang terawat
0,sayang kurang terawat
0,"Disini di bulan puasa 2017. Sepi, kurang terawat, semak2 tinggi, lumayan seram. …"
0,Harus membawa dan memakai masker wajah. Bau belerang tidak bisa dihindari. …
0,Tidak ada warna karena tidak ada air dan hanya tersisa air hijau …
0,"View nya lebih bagus dilihat dari bukit batu ratapan angin (dari atas), Kalopun dari bawah, kurang terawat ya (kotor)."
0,"Telaganya bagus dan indah. Tapi tidak terawat, banyak sampah dan tidak terurus. Lahan parkir juga susah"
0,Pada waktu ke sana airnya berwarna hijau toska. Dan kondisinya sangat memperihatin kan. Fasilitas kebersihan seperti toilet ada dan bersih namun kondisi danaunya yang kurang terawat.
0,"Cuaca yang dingin identik dengan dieng, tidak lupa mampir ketelaga warna, pemandangannya bagus tapi sayangnya sekarang banyak orang-orang yang suka membuang sampah sembarangan,"
0,Saya baru datang akhir minggu ini dan serius saya kecewa dengan objek wisata tsb. Saya pikir memang karena objeknya tidak terawat sehingga debit air didanau menyurut ketika saya datang kesana. Tapi ternyata itu efek dari musim kemarau yang berkepanjangan. Dan dibalik itu semua saya belajar bersyukur karena hujan turun pada hari saya datang. Semoga saja di lain kesempatan telaga warna sudah penuh lagi dan saya dapat menikmatinya dengan damai seperti lingkungan danau nya yang sangat mendukung untuk melepaskan kesedihan dan kepenatan. Sangat sederhana.
0,"Sepertinya tempat ini kurang terawat, seingat sy tempatnya jg tdk terlalu bersih, ad sedikit plastik sampah di pinggir2. Tapi scara kseluruhan tempat ini layak sekali utk dikunjungi n adalah salah satu keindahan alam Indonesia. Untuk mengabadikan fotopun banyak tempat yg cantik utk dijadikan latar belakang kita, sperti telaga warna sendiri,pemandangan alam sperti pegunungan,langit biru yg terbentang d atasnya n hutan dsekeliling telaga."
0,"Telaga warna ini terletak di dataran tinggi Dieng, tiket masuknya murah untuk turis domestik 5rb/orang, dan mahal untuk turis mancanegara :D terakhir kesana sekitar 100rb/orang untuk turis asing, didalam kita bisa melihat telaga yang berwarna hijau toska berbau belerang, untuk view yang lebih bagus kita harus mendaki anak tangga dulu kira2 10-15 menit. Selain telaga didalam objek wisata ini ada juga dieng plateu theater ."
0,"IDR100, 000 untuk masuk yang tidak benar-benar layak. Danau ini benar-benar indah, tapi itu. Selain itu bukit juga tidak terawat dengan baik, dengan tangga yang terlihat kotor dan menakutkan. Ada beberapa gua tapi itu terkunci dan tidak ada akses ke tempat ini."
0,"Dibayar $1 per pax untuk di jalan-jalan kecil, berjalan 20 menit untuk masuk, dan lepas landas. ini adalah situs alam yang unik, tapi itu tidak baik dan buruk dipertahankan. itu sangat kotor."
0,"Karena memiliki beberapa tempat-tempat wisata. Kebanyakan dari mereka dulunya indah, tapi pemerintah setempat sedang malas sehingga mereka tidak benar-benar menjadi tempat wisata. Salah satunya adalah telaga Warna. Danau ini memiliki warna-warna yang dulunya 5, sekarang lagi dengan dua. Kata pemandu lokal yang terlalu banyak lunau di bawahnya, agar air tidak mencerminkan warna. Dan jangan heran untuk melihat sekitar, sangat kotor dan tidak terawat. Ada beberapa gua di sekitar danau. Dan hotel ini memiliki salah satu ""Kuncen"", kunci master. Lucunya, orang-orang yang digunakan untuk bermeditasi selama berhari-hari, berminggu-minggu, berbulan-bulan, dan bahkan bertahun-tahun, tapi di tempat ini, orang-orang yang hanya tagihan untuk satu jam! Yah..."
